clean_price_id,crop_id,crop_name,state,year_month,avg_modal_price_inr,min_price_inr,max_price_inr,total_arrivals_tonnes,n_source_records,data_origin
MPC000066,CROP001,Rice (Paddy),Maharashtra,2024-02,4952.0,4556.0,5348.0,76.0,1,DEMO
MPC000067,CROP001,Rice (Paddy),Maharashtra,2024-03,4787.0,4404.0,5170.0,86.6,1,DEMO
MPC000068,CROP001,Rice (Paddy),Maharashtra,2024-04,4572.0,4206.0,4938.0,121.8,1,DEMO
MPC000069,CROP001,Rice (Paddy),Maharashtra,2024-05,4915.0,4522.0,5308.0,68.4,1,DEMO
MPC000070,CROP001,Rice (Paddy),Maharashtra,2024-06,4440.0,4085.0,4795.0,50.5,1,DEMO
MPC000071,CROP001,Rice (Paddy),Maharashtra,2024-07,4386.0,4035.0,4737.0,99.9,1,DEMO
MPC000072,CROP001,Rice (Paddy),Maharashtra,2024-08,4042.0,3719.0,4365.0,75.8,1,DEMO
MPC000073,CROP001,Rice (Paddy),Maharashtra,2024-09,4188.0,3853.0,4523.0,223.2,1,DEMO
MPC000074,CROP001,Rice (Paddy),Maharashtra,2024-10,4069.0,3743.0,4395.0,53.5,1,DEMO
MPC000075,CROP001,Rice (Paddy),Maharashtra,2024-11,4438.0,4083.0,4793.0,133.2,1,DEMO
MPC000076,CROP001,Rice (Paddy),Maharashtra,2024-12,4676.0,4302.0,5050.0,54.7,1,DEMO
MPC000077,CROP001,Rice (Paddy),Maharashtra,2025-01,4758.0,4377.0,5139.0,54.2,1,DEMO
MPC000078,CROP001,Rice (Paddy),Maharashtra,2025-02,5140.0,4729.0,5551.0,127.2,1,DEMO
MPC000079,CROP001,Rice (Paddy),Maharashtra,2025-03,4483.0,4124.0,4842.0,242.7,1,DEMO
MPC000080,CROP001,Rice (Paddy),Maharashtra,2025-04,5512.0,5071.0,5953.0,69.1,1,DEMO
MPC000081,CROP001,Rice (Paddy),Maharashtra,2025-05,5211.0,4794.0,5628.0,353.3,1,DEMO
MPC000082,CROP001,Rice (Paddy),Maharashtra,2025-06,5132.0,4721.0,5543.0,99.1,1,DEMO
MPC000083,CROP001,Rice (Paddy),Maharashtra,2025-07,4748.0,4368.0,5128.0,54.6,1,DEMO
MPC000084,CROP001,Rice (Paddy),Maharashtra,2025-08,4612.0,4243.0,4981.0,89.8,1,DEMO
MPC000085,CROP001,Rice (Paddy),Maharashtra,2025-09,4159.0,3826.0,4492.0,138.0,1,DEMO
MPC000086,CROP001,Rice (Paddy),Maharashtra,2025-10,4325.0,3979.0,4671.0,239.5,1,DEMO
MPC000087,CROP001,Rice (Paddy),Maharashtra,2025-11,4489.0,4130.0,4848.0,77.0,1,DEMO
MPC000088,CROP001,Rice (Paddy),Maharashtra,2025-12,5028.0,4626.0,5430.0,133.6,1,DEMO
MPC000089,CROP001,Rice (Paddy),Maharashtra,2026-01,5334.0,4907.0,5761.0,53.9,1,DEMO
MPC000090,CROP001,Rice (Paddy),Maharashtra,2026-02,5729.0,5271.0,6187.0,22.5,1,DEMO
MPC000091,CROP001,Rice (Paddy),Maharashtra,2026-03,5233.0,4814.0,5652.0,97.7,1,DEMO
MPC000092,CROP001,Rice (Paddy),Maharashtra,2026-04,5410.0,4977.0,5843.0,184.8,1,DEMO
MPC000093,CROP001,Rice (Paddy),Maharashtra,2026-05,5617.0,5168.0,6066.0,59.6,1,DEMO
MPC000094,CROP001,Rice (Paddy),Maharashtra,2026-06,5206.0,4790.0,5622.0,48.6,1,DEMO
MPC000095,CROP001,Rice (Paddy),Maharashtra,2026-07,4572.0,4206.0,4938.0,93.8,1,DEMO
MPC000096,CROP001,Rice (Paddy),Maharashtra,2026-08,4629.0,4259.0,4999.0,29.2,1,DEMO
MPC000097,CROP001,Rice (Paddy),Punjab,2024-01,4829.0,4443.0,5215.0,88.8,1,DEMO
MPC000098,CROP001,Rice (Paddy),Punjab,2024-02,4971.0,4573.0,5369.0,69.9,1,DEMO
MPC000099,CROP001,Rice (Paddy),Punjab,2024-03,4854.0,4466.0,5242.0,83.5,1,DEMO
MPC000100,CROP001,Rice (Paddy),Punjab,2024-04,4891.0,4500.0,5282.0,121.2,1,DEMO
MPC000101,CROP001,Rice (Paddy),Punjab,2024-05,4767.0,4386.0,5148.0,249.7,1,DEMO
MPC000102,CROP001,Rice (Paddy),Punjab,2024-06,4240.0,3901.0,4579.0,193.2,1,DEMO
MPC000103,CROP001,Rice (Paddy),Punjab,2024-07,4620.0,4250.0,4990.0,96.9,1,DEMO
MPC000104,CROP001,Rice (Paddy),Punjab,2024-08,3884.0,3573.0,4195.0,51.8,1,DEMO
MPC000105,CROP001,Rice (Paddy),Punjab,2024-09,4017.0,3696.0,4338.0,104.3,1,DEMO
MPC000106,CROP001,Rice (Paddy),Punjab,2024-10,4034.0,3711.0,4357.0,132.5,1,DEMO
MPC000107,CROP001,Rice (Paddy),Punjab,2024-11,3837.0,3530.0,4144.0,72.8,1,DEMO
MPC000108,CROP001,Rice (Paddy),Punjab,2024-12,4785.0,4402.0,5168.0,68.7,1,DEMO
MPC000109,CROP001,Rice (Paddy),Punjab,2025-01,4935.0,4540.0,5330.0,83.0,1,DEMO
MPC000110,CROP001,Rice (Paddy),Punjab,2025-02,5433.0,4998.0,5868.0,107.9,1,DEMO
MPC000111,CROP001,Rice (Paddy),Punjab,2025-03,5497.0,5057.0,5937.0,137.7,1,DEMO
MPC000112,CROP001,Rice (Paddy),Punjab,2025-04,5169.0,4755.0,5583.0,298.7,1,DEMO
MPC000113,CROP001,Rice (Paddy),Punjab,2025-05,5108.0,4699.0,5517.0,109.6,1,DEMO
MPC000114,CROP001,Rice (Paddy),Punjab,2025-06,4518.0,4157.0,4879.0,80.0,1,DEMO
MPC000115,CROP001,Rice (Paddy),Punjab,2025-07,4553.0,4189.0,4917.0,107.2,1,DEMO
MPC000116,CROP001,Rice (Paddy),Punjab,2025-08,4281.0,3939.0,4623.0,174.4,1,DEMO
MPC000117,CROP001,Rice (Paddy),Punjab,2025-09,4271.0,3929.0,4613.0,247.4,1,DEMO
MPC000118,CROP001,Rice (Paddy),Punjab,2025-10,4295.0,3951.0,4639.0,36.0,1,DEMO
MPC000119,CROP001,Rice (Paddy),Punjab,2025-11,4239.0,3900.0,4578.0,45.4,1,DEMO
MPC000120,CROP001,Rice (Paddy),Punjab,2025-12,4808.0,4423.0,5193.0,64.8,1,DEMO
MPC000121,CROP001,Rice (Paddy),Punjab,2026-01,4955.0,4559.0,5351.0,141.1,1,DEMO
MPC000122,CROP001,Rice (Paddy),Punjab,2026-02,5364.0,4935.0,5793.0,239.1,1,DEMO
MPC000123,CROP001,Rice (Paddy),Punjab,2026-03,4897.0,4505.0,5289.0,101.0,1,DEMO
MPC000124,CROP001,Rice (Paddy),Punjab,2026-04,5667.0,5214.0,6120.0,165.6,1,DEMO
MPC000125,CROP001,Rice (Paddy),Punjab,2026-05,5341.0,4914.0,5768.0,142.3,1,DEMO
MPC000126,CROP001,Rice (Paddy),Punjab,2026-06,4913.0,4520.0,5306.0,184.3,1,DEMO
MPC000127,CROP001,Rice (Paddy),Punjab,2026-07,4410.0,4057.0,4763.0,127.4,1,DEMO
MPC000128,CROP001,Rice (Paddy),Punjab,2026-08,4423.0,4069.0,4777.0,153.4,1,DEMO
MPC000129,CROP002,Wheat,Andhra Pradesh,2024-01,2824.0,2598.0,3050.0,71.2,1,DEMO
MPC000130,CROP002,Wheat,Andhra Pradesh,2024-02,3236.0,2977.0,3495.0,203.7,1,DEMO
MPC000131,CROP002,Wheat,Andhra Pradesh,2024-03,2967.0,2730.0,3204.0,91.1,1,DEMO
MPC000132,CROP002,Wheat,Andhra Pradesh,2024-04,3257.0,2996.0,3518.0,81.9,1,DEMO
MPC000133,CROP002,Wheat,Andhra Pradesh,2024-05,3007.0,2766.0,3248.0,150.4,1,DEMO
MPC000134,CROP002,Wheat,Andhra Pradesh,2024-06,2753.0,2533.0,2973.0,188.4,1,DEMO
MPC000135,CROP002,Wheat,Andhra Pradesh,2024-07,2591.0,2384.0,2798.0,139.0,1,DEMO
MPC000136,CROP002,Wheat,Andhra Pradesh,2024-08,2471.0,2273.0,2669.0,91.8,1,DEMO
MPC000137,CROP002,Wheat,Andhra Pradesh,2024-09,2624.0,2414.0,2834.0,202.2,1,DEMO
MPC000138,CROP002,Wheat,Andhra Pradesh,2024-10,2674.0,2460.0,2888.0,199.0,1,DEMO
MPC000139,CROP002,Wheat,Andhra Pradesh,2024-11,2578.0,2372.0,2784.0,149.8,1,DEMO
MPC000140,CROP002,Wheat,Andhra Pradesh,2024-12,2771.0,2549.0,2993.0,181.7,1,DEMO
MPC000141,CROP002,Wheat,Andhra Pradesh,2025-01,3017.0,2776.0,3258.0,88.4,1,DEMO
MPC000142,CROP002,Wheat,Andhra Pradesh,2025-02,3474.0,3196.0,3752.0,96.4,1,DEMO
MPC000143,CROP002,Wheat,Andhra Pradesh,2025-03,3169.0,2915.0,3423.0,80.9,1,DEMO
MPC000144,CROP002,Wheat,Andhra Pradesh,2025-04,3211.0,2954.0,3468.0,124.3,1,DEMO
MPC000145,CROP002,Wheat,Andhra Pradesh,2025-05,3138.0,2887.0,3389.0,180.1,1,DEMO
MPC000146,CROP002,Wheat,Andhra Pradesh,2025-06,2628.0,2418.0,2838.0,46.6,1,DEMO
MPC000147,CROP002,Wheat,Andhra Pradesh,2025-07,2869.0,2639.0,3099.0,78.6,1,DEMO
MPC000148,CROP002,Wheat,Andhra Pradesh,2025-08,2606.0,2398.0,2814.0,79.6,1,DEMO
MPC000149,CROP002,Wheat,Andhra Pradesh,2025-09,2314.0,2129.0,2499.0,83.9,1,DEMO
MPC000150,CROP002,Wheat,Andhra Pradesh,2025-10,2464.0,2267.0,2661.0,98.5,1,DEMO
MPC000151,CROP002,Wheat,Andhra Pradesh,2025-11,2875.0,2645.0,3105.0,124.7,1,DEMO
MPC000152,CROP002,Wheat,Andhra Pradesh,2025-12,3070.0,2824.0,3316.0,143.9,1,DEMO
MPC000153,CROP002,Wheat,Andhra Pradesh,2026-01,3319.0,3053.0,3585.0,90.0,1,DEMO
MPC000154,CROP002,Wheat,Andhra Pradesh,2026-02,3401.0,3129.0,3673.0,80.9,1,DEMO
MPC000155,CROP002,Wheat,Andhra Pradesh,2026-03,3573.0,3287.0,3859.0,108.9,1,DEMO
MPC000156,CROP002,Wheat,Andhra Pradesh,2026-04,3694.0,3398.0,3990.0,139.7,1,DEMO
MPC000157,CROP002,Wheat,Andhra Pradesh,2026-05,3271.0,3009.0,3533.0,103.9,1,DEMO
MPC000158,CROP002,Wheat,Andhra Pradesh,2026-06,3140.0,2889.0,3391.0,137.9,1,DEMO
MPC000159,CROP002,Wheat,Andhra Pradesh,2026-07,2806.0,2582.0,3030.0,40.0,1,DEMO
MPC000160,CROP002,Wheat,Andhra Pradesh,2026-08,2598.0,2390.0,2806.0,185.6,1,DEMO
MPC000161,CROP002,Wheat,Haryana,2024-01,2943.0,2708.0,3178.0,181.8,1,DEMO
MPC000162,CROP002,Wheat,Haryana,2024-02,3024.0,2782.0,3266.0,156.0,1,DEMO
MPC000163,CROP002,Wheat,Haryana,2024-03,3118.0,2869.0,3367.0,105.6,1,DEMO
MPC000164,CROP002,Wheat,Haryana,2024-04,3028.0,2786.0,3270.0,129.5,1,DEMO
MPC000165,CROP002,Wheat,Haryana,2024-05,3164.0,2911.0,3417.0,47.3,1,DEMO
MPC000166,CROP002,Wheat,Haryana,2024-06,2832.0,2605.0,3059.0,114.6,1,DEMO
MPC000167,CROP002,Wheat,Haryana,2024-07,2634.0,2423.0,2845.0,56.5,1,DEMO
MPC000168,CROP002,Wheat,Haryana,2024-08,2514.0,2313.0,2715.0,48.2,1,DEMO
MPC000169,CROP002,Wheat,Haryana,2024-09,2443.0,2248.0,2638.0,176.7,1,DEMO
MPC000170,CROP002,Wheat,Haryana,2024-10,2407.0,2214.0,2600.0,72.2,1,DEMO
MPC000171,CROP002,Wheat,Haryana,2024-11,2487.0,2288.0,2686.0,107.5,1,DEMO
MPC000172,CROP002,Wheat,Haryana,2024-12,2606.0,2398.0,2814.0,52.3,1,DEMO
MPC000173,CROP002,Wheat,Haryana,2025-01,2920.0,2686.0,3154.0,62.7,1,DEMO
MPC000174,CROP002,Wheat,Haryana,2025-02,2704.0,2488.0,2920.0,63.3,1,DEMO
MPC000175,CROP002,Wheat,Haryana,2025-03,3349.0,3081.0,3617.0,64.1,1,DEMO
MPC000176,CROP002,Wheat,Haryana,2025-04,3120.0,2870.0,3370.0,108.4,1,DEMO
MPC000177,CROP002,Wheat,Haryana,2025-05,3069.0,2823.0,3315.0,164.6,1,DEMO
MPC000178,CROP002,Wheat,Haryana,2025-06,2841.0,2614.0,3068.0,16.6,1,DEMO
MPC000179,CROP002,Wheat,Haryana,2025-07,2880.0,2650.0,3110.0,50.5,1,DEMO
MPC000180,CROP002,Wheat,Haryana,2025-08,2522.0,2320.0,2724.0,44.9,1,DEMO
MPC000181,CROP002,Wheat,Haryana,2025-09,2536.0,2333.0,2739.0,70.6,1,DEMO
MPC000182,CROP002,Wheat,Haryana,2025-10,2422.0,2228.0,2616.0,122.1,1,DEMO
MPC000183,CROP002,Wheat,Haryana,2025-11,2706.0,2490.0,2922.0,197.9,1,DEMO
MPC000184,CROP002,Wheat,Haryana,2025-12,3109.0,2860.0,3358.0,168.0,1,DEMO
MPC000185,CROP002,Wheat,Haryana,2026-01,2904.0,2672.0,3136.0,215.0,1,DEMO
MPC000186,CROP002,Wheat,Haryana,2026-02,3284.0,3021.0,3547.0,171.4,1,DEMO
MPC000187,CROP002,Wheat,Haryana,2026-03,3328.0,3062.0,3594.0,292.9,1,DEMO
MPC000188,CROP002,Wheat,Haryana,2026-04,3491.0,3212.0,3770.0,90.1,1,DEMO
MPC000189,CROP002,Wheat,Haryana,2026-05,3393.0,3122.0,3664.0,96.2,1,DEMO
MPC000190,CROP002,Wheat,Haryana,2026-06,2899.0,2667.0,3131.0,80.7,1,DEMO
MPC000191,CROP002,Wheat,Haryana,2026-07,2916.0,2683.0,3149.0,153.7,1,DEMO
MPC000192,CROP002,Wheat,Haryana,2026-08,2778.0,2556.0,3000.0,55.4,1,DEMO
MPC000193,CROP002,Wheat,Punjab,2024-01,3112.0,2863.0,3361.0,135.9,1,DEMO
MPC000194,CROP002,Wheat,Punjab,2024-02,2965.0,2728.0,3202.0,162.2,1,DEMO
MPC000195,CROP002,Wheat,Punjab,2024-03,3276.0,3014.0,3538.0,263.0,1,DEMO
MPC000196,CROP002,Wheat,Punjab,2024-04,3047.0,2803.0,3291.0,88.3,1,DEMO
MPC000197,CROP002,Wheat,Punjab,2024-05,3164.0,2911.0,3417.0,92.7,1,DEMO
MPC000198,CROP002,Wheat,Punjab,2024-06,2943.0,2708.0,3178.0,183.7,1,DEMO
MPC000199,CROP002,Wheat,Punjab,2024-07,2694.0,2478.0,2910.0,38.4,1,DEMO
MPC000200,CROP002,Wheat,Punjab,2024-08,2421.0,2227.0,2615.0,121.4,1,DEMO
MPC000201,CROP002,Wheat,Punjab,2024-09,2425.0,2231.0,2619.0,116.8,1,DEMO
MPC000202,CROP002,Wheat,Punjab,2024-10,2313.0,2128.0,2498.0,78.8,1,DEMO
MPC000203,CROP002,Wheat,Punjab,2024-11,2779.0,2557.0,3001.0,85.2,1,DEMO
MPC000204,CROP002,Wheat,Punjab,2024-12,2730.0,2512.0,2948.0,173.4,1,DEMO
MPC000205,CROP002,Wheat,Punjab,2025-01,3010.0,2769.0,3251.0,30.1,1,DEMO
MPC000206,CROP002,Wheat,Punjab,2025-02,3181.0,2927.0,3435.0,233.7,1,DEMO
MPC000207,CROP002,Wheat,Punjab,2025-03,3404.0,3132.0,3676.0,118.3,1,DEMO
MPC000208,CROP002,Wheat,Punjab,2025-04,3326.0,3060.0,3592.0,91.1,1,DEMO
MPC000209,CROP002,Wheat,Punjab,2025-05,3076.0,2830.0,3322.0,112.6,1,DEMO
MPC000210,CROP002,Wheat,Punjab,2025-06,3010.0,2769.0,3251.0,78.9,1,DEMO
MPC000211,CROP002,Wheat,Punjab,2025-07,2738.0,2519.0,2957.0,95.7,1,DEMO
MPC000212,CROP002,Wheat,Punjab,2025-08,2461.0,2264.0,2658.0,61.4,1,DEMO
MPC000213,CROP002,Wheat,Punjab,2025-09,2852.0,2624.0,3080.0,256.3,1,DEMO
MPC000214,CROP002,Wheat,Punjab,2025-10,2492.0,2293.0,2691.0,158.3,1,DEMO
MPC000215,CROP002,Wheat,Punjab,2025-11,2682.0,2467.0,2897.0,103.3,1,DEMO
MPC000216,CROP002,Wheat,Punjab,2025-12,2883.0,2652.0,3114.0,140.8,1,DEMO
MPC000217,CROP002,Wheat,Punjab,2026-01,3009.0,2768.0,3250.0,146.3,1,DEMO
MPC000218,CROP002,Wheat,Punjab,2026-02,3421.0,3147.0,3695.0,125.9,1,DEMO
MPC000219,CROP002,Wheat,Punjab,2026-03,3347.0,3079.0,3615.0,98.4,1,DEMO
MPC000220,CROP002,Wheat,Punjab,2026-04,3413.0,3140.0,3686.0,77.9,1,DEMO
MPC000221,CROP002,Wheat,Punjab,2026-05,3430.0,3156.0,3704.0,97.9,1,DEMO
MPC000222,CROP002,Wheat,Punjab,2026-06,3234.0,2975.0,3493.0,104.8,1,DEMO
MPC000223,CROP002,Wheat,Punjab,2026-07,2869.0,2639.0,3099.0,86.1,1,DEMO
MPC000224,CROP002,Wheat,Punjab,2026-08,2552.0,2348.0,2756.0,358.0,1,DEMO
MPC000225,CROP002,Wheat,Rajasthan,2024-01,2874.0,2644.0,3104.0,125.4,1,DEMO
MPC000226,CROP002,Wheat,Rajasthan,2024-02,3023.0,2781.0,3265.0,86.8,1,DEMO
MPC000227,CROP002,Wheat,Rajasthan,2024-03,2727.0,2509.0,2945.0,132.6,1,DEMO
MPC000228,CROP002,Wheat,Rajasthan,2024-04,2915.0,2682.0,3148.0,197.0,1,DEMO
MPC000229,CROP002,Wheat,Rajasthan,2024-05,2791.0,2568.0,3014.0,20.4,1,DEMO
MPC000230,CROP002,Wheat,Rajasthan,2024-06,2594.0,2386.0,2802.0,89.3,1,DEMO
MPC000231,CROP002,Wheat,Rajasthan,2024-07,2551.0,2347.0,2755.0,141.6,1,DEMO
MPC000232,CROP002,Wheat,Rajasthan,2024-08,2430.0,2236.0,2624.0,35.9,1,DEMO
MPC000233,CROP002,Wheat,Rajasthan,2024-09,2592.0,2385.0,2799.0,22.3,1,DEMO
MPC000234,CROP002,Wheat,Rajasthan,2024-10,2731.0,2513.0,2949.0,15.3,1,DEMO
MPC000235,CROP002,Wheat,Rajasthan,2024-11,2729.0,2511.0,2947.0,104.3,1,DEMO
MPC000236,CROP002,Wheat,Rajasthan,2024-12,2795.0,2571.0,3019.0,154.6,1,DEMO
MPC000237,CROP002,Wheat,Rajasthan,2025-01,3043.0,2800.0,3286.0,61.5,1,DEMO
MPC000238,CROP002,Wheat,Rajasthan,2025-02,3537.0,3254.0,3820.0,159.8,1,DEMO
MPC000239,CROP002,Wheat,Rajasthan,2025-03,3342.0,3075.0,3609.0,360.5,1,DEMO
MPC000240,CROP002,Wheat,Rajasthan,2025-04,3038.0,2795.0,3281.0,43.1,1,DEMO
MPC000241,CROP002,Wheat,Rajasthan,2025-05,3113.0,2864.0,3362.0,117.7,1,DEMO
MPC000242,CROP002,Wheat,Rajasthan,2025-06,2852.0,2624.0,3080.0,154.2,1,DEMO
MPC000243,CROP002,Wheat,Rajasthan,2025-07,2711.0,2494.0,2928.0,85.6,1,DEMO
MPC000244,CROP002,Wheat,Rajasthan,2025-08,2352.0,2164.0,2540.0,47.3,1,DEMO
MPC000245,CROP002,Wheat,Rajasthan,2025-09,2618.0,2409.0,2827.0,93.4,1,DEMO
